,PartNumber,Description,Count,SumPrice,BookingCode,DocumentId
2965,444,"Motoröl nach Überfüllung
herstellen",5.0,58.25,E405,C442F969-26BF-4D72-82FC-C3A4EB3A6683
2966,0-TUEV,"Hauptuntersuchung nach-29 StVZO
inkl. kostenlosem HU-Vorabcheck",1.0,153.98,E326,87382749-94D3-4E4F-836D-0AD774247731
2967,FZ2032,Batt. CR2032,2.0,7.28,I104,D14DA56B-AA3E-4859-8F8F-8C49A7FE9688
2968,2463,"Batterie Fernbedienung
erneuern",0.1,10.4,I104,4265A447-67B8-4D29-96E0-C38899C1EEE5
2969,2490405,BATTERIE,1.0,232.6,C201,08EFADEF-32E3-4C1B-B132-28394DCDA3BA
2970,HUP,HAUPTUNTERSUCHUNG GEM. §29 PKW D. DEKRA,1.0,105.5,E319,A59FBB6F-033E-4E09-8437-EAC59D15726A
2971,F026407213,Ölfilter,1.0,24.93,E413,A52F2ED1-7B2C-497B-95C1-714649BC4BA6
2972,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",10.0,3.4,E416,D6F64942-4A69-4C00-9047-9110137F1303
2973,1500060,GES/Geführte Funktion.,15.0,21.45,E102,9B2CE2F4-4A8B-4907-8048-AD49076C4B55
2974,63217160781,Glühlampe Longlife,1.0,11.73,L502,350DBDE6-2722-4CF0-8FB7-209247DDA828
2975,N10528301,BATTERIE,1.0,3.41,I104,ADBD1CBA-6368-4564-BD53-A388D70982C4
2976,ZPSB309,Räder Plus Paket,,86.56,P149,6B6DD670-2345-4BF0-AE05-5BEE1F5C28FF
2977,AZ11320,UPGRADE WÄSCHE,,14.2,X191,37F143DA-B5AE-45AE-A6AA-D510F2FFE3BE
2978,1500060,GFS/Geführte Funktion,,167.7,E102,596C6216-5BC3-4296-88C3-264934506BEB
2979,55488247,Öldruckschalter unten,1.0,73.98,G227,A13A3525-56D6-457A-A83D-07AE4D1198BA
2980,93190461,"GLUEHLAMPE
H7 12V 55W",1.0,15.03,L502,9D71DEF3-E2C7-498D-915C-F69FB46EB08A
2981,M100000557,Frostschutz(1602),1.0,11.5,R106,49555B1C-50E8-4CEF-8C7D-BC0DB0F35A28
2982,261007,"Kühlanlage-Druckprüfung
-> Druck wurde über 20min gehaltel
-> keine Undichtigkeit nach außen
festzustellen",0.2,24.0,R210,C678E4C2-3B3A-4EF9-BF56-3604DF3A651B
2983,1500000,GFS/Geführte Funktion,,45.31,E102,9D8E68A0-DE9C-424C-A995-509884D55B89
2984,915089AC,BATTERIE,1.0,215.8,C201,9B4BA63C-8CBE-4E78-8109-27BAAA51C843
2985,667,Zusatzarbeit AdBlue auffüllen,2.0,25.9,A101,DE78CAE5-54DD-4649-81A1-A45FBB9DD165
2986,1500060,GFS/GEFÜHRTE FUNKTION.,50.0,74.5,E102,1F6A7A64-E03D-4E50-AC3E-4C7C2D9AE29C
2987,SCHLÜSSEL,Schlüsselbatterie ern,1.0,7.1,I104,474C78E5-EC2C-412B-9A9F-A9489E0F7C73
2988,2900000,Parameterwerte zurücksetzen,0.1,9.5,E102,5F6B2BDB-AB05-4412-B44A-ABC245F1B60C
2989,FTADBLUE,"Diesel Exhaust Fluid
AdBlue 1L",6.0,9.42,A101,8CD71FA5-7DC5-496B-952C-4C86AB209BE8
2990,16050600,ANTIFROST KONZENTRAT,1.0,4.5,E416,C800204E-4960-4F7A-B028-91DD77B2BE0E
2991,12027068950,BATTERIE GELADEN,,14.1,G116,158C8DB6-B889-4453-9AFA-25DE6B05D64B
2992,1-EBC-345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,155.4,E326,EE17C738-316A-4347-B04F-2F6DB5DF96D3
2993,8207,*KA AUSTAUSCH 12-V-BATTERIE,3.0,28.5,C201,AA6AEBA2-E359-4D43-B4C7-350A822BE35D
2994,4069790,Öldruckschalter erneuern,6.0,69.9,G227,94BB2372-27E8-44AB-AD74-EE647A68F226
2995,HU8016,"Ölfilter | OEL-FILTER HU
8016",1.0,29.09,E413,DC27CE25-658C-4AA8-952A-0B63379E165A
2996,3528705871772,205/60R16 92TALPIN7,4.0,411.6,P420,CDD04B6E-1126-4DBD-A520-65918E282206
2997,8W0906261E,SENSOR,1.0,372.93,G315,9184AAB5-7812-44C1-9B44-7B5742F40C81
2998,915089AC,BATTERIE,1.0,215.8,C201,F612FB35-4C5E-4B77-94CF-F6314299CE34
2999,99950937,0W30 Ford Castr.MaPr,1.0,18.9,E412,C3D127B8-3E1D-4B31-AB93-FD4DB849C99D
3000,HU6006Z,Oelfilterelement RG4,1.0,11.38,E413,EE9AF0DF-4011-4D20-8DF5-1534C5BA6CE3
3001,27061900,Batterie aus-u.einbauen,,33.0,C201,C181A6EB-B035-4282-89C0-8E724056000F
3002,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",25.0,10.5,E416,793B0814-04AF-438B-9543-10824CCF78F4
3003,PRO,RW PRO,1.0,49.58,P149,F604BA1D-5B41-41C6-8462-90A3E62F0C3F
3004,1158,"Paket Reifenreparatur LLKW
(Reifenrepara",4.0,98.8,P168,59561895-E7DA-456A-B0D4-7270E8B75312
3005,AWET,BATTERIE ERSETZEN,5.0,57.5,C201,D630A3F3-295E-4D49-A819-99F397B88185
3006,DIAG240,"DIAGNOSEN BIS 1,4H
INKL. PRÜFEN MIT TESTER
UND DIVERSER BAUTEILE",14.0,158.2,E102,A478D501-73EA-4F76-8517-21AD0C5948AA
3007,2446902,"Bremsbelagsatz,
Scheibenbremse Q+ VA",1.0,104.72,F214,78554A95-EA73-4684-B0C4-20B3D9406E46
3008,1500050,GFS/GEFÜHRTE FUNKTION.,,22.42,E102,009044C8-BC19-4C20-A2AD-E638A0F062F6
3009,9836172,"2x Reifen montieren & wuchten
( Reifen ab 17 Zoll ohne
Runflat inkl. Wuchtgewichte )",9.0,38.99,P165,2B0339D6-D676-447E-88E9-219AE1F64F48
3010,1030020,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Inspektions-
Service mit Ölwechsel
durchführen",14.0,142.8,E220,544A4BBF-4461-4E7A-A8D1-009112C5C295
3011,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,98.0,E318,93878C1A-9CAC-4B0A-8CEA-52074B59C285
3012,541011,Kurztest durchfuehren,3.0,57.03,G109,D23FEE57-F59C-4376-97E8-3DFC752DF04E
3013,26883552,AdBlue auffüllen,1.0,10.2,A101,5E139C09-8823-408E-B09F-5452F438B1EB
3014,M100000557,Frostschutz(3356),0.5,5.75,R106,9EEC6B5A-610F-4E42-A1AD-AF0286CDF6DD
3015,83125A85517,Scheibenklar mit Frostschutz,1.0,5.14,E416,24C098F2-5783-427D-8EC2-C5E0FA92F112
3016,27065550,Batterie ersetzen,,11.13,C201,9A5B3EBD-B224-47B1-9A15-49D874338BE2
3017,1-7MF13Z,AdBlue 1 Liter,10.0,29.0,A101,B8BB3CB9-166A-4A59-8E52-970E8683810F
3018,,ÖL LONG.3,0.5,9.37,E412,390269E9-F938-4417-A17E-A440F642941C
3019,122260,"Bremsscheibe Hinterachse
beide Seiten erneuern",9.0,104.85,F206,4B10E9D3-6941-455F-BF09-969D00E8000B
3020,12159,Überprüfung nach § 29 STVZO,,169.5,E326,78718156-4057-4F0D-9215-43E9303CFDA3
3021,470700,"Einzelteile Hochvolt-Bordnetz: HV-Batterien
prüfen und Einzeln Laden dabei die Batterien
sperren und entsperren ,
86057782 ) nach Fehlercode prüfen (nach
Kurztest)",18.0,190.44,C103,CE827621-8E33-496A-B3E6-DE9ED7E0A004
3022,915,089 AC,,215.8,C201,8BB63D11-5276-4B14-864A-E6E0606C80AA
3023,SBAT,"2xFAHRZEUGSCHLÜSSELBATTERIE 015
ERSETZT",,15.5,I104,85A35727-3DD5-460A-A8EC-A3B8E38CA084
3024,10911030,"PKW Komplettmontage |
KOMPLETTMONTAGE
VAN/TRANSPORTER",1.0,17.0,P165,60689106-CC65-40D2-9F3C-C31CA87064A2
3025,1758273,SCHEIBENFROSTSCHUTZ,0.5,2.97,E416,0842409C-5E7F-43F8-A670-18409011D11C
3026,92286103,Bremsscheibe PRO VA,2.0,259.12,F208,78554A95-EA73-4684-B0C4-20B3D9406E46
3027,8110400,"Achsvermessung mit
Einstellung",1.0,89.0,T103,9DAD5370-1188-4A90-9837-3CF277FC18FD
3028,FLO0810,Premium Innenreinigung,,125.21,X149,31FFCD31-E0C6-4FEB-9D67-DC9F1EE2A87C
3029,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",10.0,4.2,E416,B8FD7F9B-62F0-4E9D-9A9C-9154D255F7E9
3030,S100002950,AdBlue auffüllen Arbeitslohn,1.0,15.2,A101,E2D982EF-68D1-4CE6-AF25-61664F01B02B
3031,312111,"BATTERIE PRÜFEN
->BATTERIE DEFEKT<-",0.2,23.31,C103,A7638D37-7220-4483-A5C6-D9844EED56BC
3032,,"OEL 50400/50700 0W30
Nachfüll-Öl",1.0,18.73,E412,4F6F23F3-3CA7-4326-B326-1FA5A3CAF625
3033,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,158.0,E325,1884FFB9-B3C8-4B6E-BAA5-E637F1688D5D
3034,83125A1A167,Scheibenklar mit Frostschutz,1.0,9.9,E416,0DF7E3EA-D57C-4C9B-8BEA-0FBD8A052121
3035,4041510,Batterie ersetzen,3.0,33.6,C201,B7A30059-7484-43FB-9D96-313609CDBAED
3036,SPL737-6900060,KUEHLERFROSTSCHUTZ 0.1 LITER,10.0,12.0,R106,89DA5A7D-E72D-42B7-90AD-13768351CD19
3037,83125A1A171,Scheibenklar,1.0,1.34,E418,1414D874-8224-4196-97DE-0DD5BA374595
3038,TU,"Hauptuntersuchung §29 StVZO
Gesamt Sonstiges",1.0,98.0,E319,D0D1E6F2-BA1E-4D18-89A1-2CC8615A4B60
3039,88000016,"2 Reifen ersetzen inkl.wuchten / Leasing
2 Reifen ersetzen inkl. wuchten / Leasing",1.0,26.0,P165,1C2AD0E5-F898-4B9B-873E-DDB921D273D3
3040,93840000,3. Inspektion,0.5,47.5,E247,0842409C-5E7F-43F8-A670-18409011D11C
3041,92286103,Bremsscheibe PRO VA,2.0,259.12,F208,540E2EEE-F644-490C-BC23-A7978E35F482
3042,R300,"Räder wechseln inkl.
Einlagerung",1.0,67.14,P149,A675F52F-B008-4CDC-A885-C8208EFA762F
3043,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,58.5,E249,23625570-45A3-429A-8F7C-B8B3579C3CE5
3044,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,69.9,E249,BD2591EE-7D73-485A-80FD-E869173DC2D2
3045,26604399,Ablaufbohrung bohren,,15.1,N100,9D8E68A0-DE9C-424C-A995-509884D55B89
3046,3325000,"Frostschutz,
Scheibenreinigungsanlage
AntiFrost+KlarSicht",1.0,14.67,E416,C01E36BD-915C-4CFD-B477-B8338F9A1A83
3047,27060100,Batterie prüfen,,33.54,C103,596C6216-5BC3-4296-88C3-264934506BEB
3048,2013334,BATTERIE,1.0,326.52,C201,974961AD-3385-4F6D-B43C-56330370F886
3049,M100000558,"Frostschutz,
Scheibenreinigungsanlage(1
863)",3.0,17.1,E416,9EEC6B5A-610F-4E42-A1AD-AF0286CDF6DD
3050,39516667,Batterie laden [Standard],0.2,21.0,G116,E96BC61A-04BB-4630-BCE8-5808FD5C2F79
3051,25210910,Bremsbelee vorne ersetzen,8.0,87.2,F214,3E4550DC-5110-42D5-8443-255E8314B715
3052,ZK4EW,"Saisonale Rädereinlagerung &
Räderwechsel",,88.15,P149,BB3A38C4-45D9-4949-83CD-F2B993C75F1B
3053,9900000832,Bremsfluessigkeitspauschale,1.0,13.0,E402,0B036F4C-8101-420A-A320-B96DFEF57735
3054,39163290,"Fehlerspeicherabfrage
durchführen",0.4,42.0,E101,006602C8-F95F-4FC5-B2DB-04E1A5664386
3055,Z4400-01A,4 RÄDER WECHSELN/EINLAGERN,,108.4,P149,AEB2E437-4904-43E5-A09A-364BEC0B3021
3056,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,61.0,E249,7F1D1461-0FA1-4561-BE11-C5ED18F1F718
3057,12046535650,BREMSSCHEIBEN HINTEN ERSETZT,,115.5,F205,F16AD660-E84D-4CB7-8CB2-9E53E468B170
3058,W20O,Opel Motoröl OV401547,0.5,9.14,E412,52AEE268-8A7F-49E5-9B8F-9C827CA686DB
3059,27065550,Batterie ersetzen,,11.0,C201,45BBEBB7-5190-42C7-8CB2-DB9E0DB3C47D
3060,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,69.65,E249,D4183679-9DFC-420A-95C1-B68D2E9756D0
3061,1-EBC-345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,99.4,E318,CADBDA1D-6B45-429D-A196-30952FA99F35
3062,1340000,"Inspektion.
Leistungen wurden zwischen Annahme-und Rechnungstag (§ 14 Abs. 1, Ziffer",,175.5,E220,601B614D-145E-4E8F-A406-3F35A15B59EB
3063,YR00073180,BELÜFTETE BREMSSCHEIBE,2.0,512.27,F208,5428C767-3874-4B28-ADAC-AE4866BB618F
3064,66126912985,"Knopfzelle 3,2 V-
CR2032",2.0,6.66,I104,E6D950EE-89AA-4935-B324-F2D8E699D82A
3065,27068950,Batterie laden,1.0,10.2,G116,0CAF647D-FF89-45C6-89B8-3A4DAA2134C4
3066,5N907807J,SENSOR,1.0,476.16,G315,30CDE54E-8D31-48AA-9181-3D3747F0EB23
3067,ZM4403GF,"RÄDERWECHSEL MIT EINLAGERUNG
ARVAL",,70.0,P149,E8F7E367-7209-49BC-9D6E-8B425FBB5700
3068,1611909180,SCHEIBENWASCHFLÜSSIGKEIT-20°C (1 L),1.0,2.68,E416,AC078838-2DE3-4E5F-9E9B-CDD52493D3C2
3069,83125A1A166,"Scheibenklar mit
Frostschutz 1000ml",1.0,4.09,E416,BF50BB79-C01F-441B-9305-6A45023C18F0
3070,BREMSFL,Bremsflüssigkeit ern.,,36.9,F506,E9639359-EDFF-4D66-8F74-1A9DB5F0D713
3071,83125A85517,Scheibenklar mit Frostschutz,1.0,5.14,E416,5B64BB02-4904-4794-A267-5650AF48F61A
3072,3900,RÄDERWECHSEL/REING./LAGERUNG < 17 Z.,,79.83,P149,39DA530F-27C5-44AC-A1E0-C2D8BDAF0EFC
3073,3325000,"Frostschutz,
Scheibenreinigungsanlage
AntiFrost+KlarSicht",1.0,12.1,E416,38EB5C85-57D6-4ACB-9C8A-39EAE6C5956B
3074,10911017,"PKW Komplettmontage |
KOMPLETTMONTAGE 15
BIS 17 ZOLL",2.0,34.0,P165,0AEB949E-184D-4712-A2F1-19456E3A585A
3075,ME112,"KOMPLETTRADWECHSEL INKL.
REINIGUNG UND EINLAGERUNG",1.0,69.9,P149,D15121CD-9B93-4B35-80C5-3691B7949FBD
3076,290994,FEHLERCODES AUSLESEN,0.1,11.66,E101,A7638D37-7220-4483-A5C6-D9844EED56BC
3077,13046073472,"Bremsklötze |
BREMSBELAGSATZ
13.0460-7347.2",1.0,94.68,F214,11B9A505-9E13-4DEC-A211-991FEEEA80EE
3078,W-30,"CASTROL MARKENÖL 0W-20 NACH
HERSTELLERFREIGABE",4.3,61.12,E441,8956C21B-662B-4392-9514-63839493043E
3079,9110901,"Handling angelieferter
Reifen",1.0,62.0,P108,08D137C7-4666-4207-984B-A9ACB18EC981
3080,83125A1A166,Scheibenklar mit Frostschutz 1000ml,1.0,4.09,E416,1D0E2ED1-0884-438E-8647-8E5B58B680FF
3081,ZTW216450,TG ZOO WINTERREIFEN FÜR PKW,4.0,988.88,P411,6C77F737-0F5F-4BD8-A89A-ADA3FF676429
3082,9811722280,BATTERIE,1.0,222.09,C201,113CF110-8BE3-4F99-8195-F91016E73189
3083,2099515,EFB BATTERIE 70Ah/ 700A,1.0,232.6,C201,EE6282DF-C108-45B9-BEC0-3612F3C33A4C
3084,323050MUA25,"HAUPTPOSITION
RÜCKLEUCHTENEINHEIT AUS UND",2.0,26.4,L103,9C30F5DD-C7B2-436F-A0CE-4043AFBE054E
3085,93840000,INSPEKTION DURCHGEFüHRT,5.0,61.0,E249,02126949-9C81-4D26-9542-B17B8C6F1EF3
3086,312110,Batterie prüfen,0.4,38.4,C103,4C9C0497-85D7-45DE-A650-0B1601B3BF33
3087,47370823,Batterie prüfen [Standard],0.2,21.0,C103,6C4AD3D3-84D6-497B-913B-7D4170253234
3088,1500000,GFS/GEFÜHRTE FUNKTION .,,138.5,E102,D3F21C66-B72A-4FDD-A533-9C08163BEFA0
3089,27068950,Batterie geladen,0.1,13.5,G116,661FA997-665D-43C6-92FB-8E6DC7AADBDE
3090,FT0015,DEKRA Überziehung,1.0,19.8,E328,64AC1E2B-F938-4455-BDC7-6A971DFBC27A
3091,1500060,GES/GEFÜHRTE FUNKTION,,8.75,E102,C06C3756-9C24-4F96-B427-3E5618ABE66A
3092,,"MOTOROEL
46000KM",1.0,18.0,E412,ECC63E65-2859-4F96-8E1B-6BB0E3F8678F
3093,156,"Nachbelastung Abschleppen vom
10.06.2024",,160.0,X702,0BE132C5-4238-46B6-8A0B-AD7B27DBF3EB
3094,83125A1A167,Scheibenklar mit Frostschutz,1.0,9.9,E416,6E4A1125-3FF2-4DF5-A6DB-1DFDC19521E3
3095,4N0971675G,LADEKABEL,1.0,230.64,W501,F5512B0C-CC32-430F-8A48-2F9048914218
3096,14800501,"PKW, sonst. Autoservice |
ARBEITSWERT
INSPEKTION",12.0,19.56,E220,D98F0BFF-09B0-4D6F-8CD7-00EA45A19390
3097,14802148,"Dienstleistung Ölwechsel |
0,1L HELIX ULTRA ECT
C2/C3 0W30",15.0,22.5,E412,5CCA67E8-7A11-4289-9459-52930B17E2F0
3098,5K0971461A,MANSCHETTE,1.0,10.56,N100,770C810F-52E6-483B-9B49-414E13379DB6
3099,257509TSWPICY1,OZ-WKR-PIR 255/50/19,2.0,932.78,P722,FA491E0E-1015-41EE-96BA-B084EC5C40E8
3100,TÜVNORD,Tüv Nord Gebühren,1.0,98.0,E319,D34B2719-7F77-4D58-B90F-258FBAAE1146
3101,1400000,Bremsflüssigkeits Service .,,115.5,F506,51FFFE83-26B3-4D44-BDDB-8F6597692ADC
3102,26883599,"REDUKTIONSMITTEL GEPRÜFT
U.ERGÄNZT",,28.0,A101,EBEFCDFC-3EE7-42AE-B83A-73139EA7F6A2
3103,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,56.0,E249,83EEB657-D30E-4CE7-B845-BDE474BD0840
3104,1-EBC-345,"TUEV-
NACHUNTERSUCHUNG",1.0,16.8,E309,51A03F3B-1F37-45B7-855F-93E945AC929B
3105,27065550,Batterie ersetzen,,13.5,C201,D5719FAC-D072-4F66-B75D-9DF80D598E44
3106,1071,"Fußmatten Satz
15,00% Rabatt auf € 59,95 = € 8,99",1.0,50.96,Q213,F0BC7FC5-6E87-4725-AF79-D7572E59ED1C
3107,312110,Batterie prüfen,0.4,42.0,C103,9F27B214-8027-47AF-A4C2-604548D22441
3108,9306,"FAHRZEUG-ABNAHME (GESETZLICHE
HAUPTUNTERSUCHUNG)
DURCHFUEHREN",,155.0,E326,834881A8-DD8B-4A1F-B63B-5398C0ED5DEC
3109,1000931920150,Scheibenreiniger mit Frostschutzkonzentrat,1.5,4.13,E416,EE9AF0DF-4011-4D20-8DF5-1534C5BA6CE3
3110,,LONGLIFE,1.0,19.0,E412,216DA5DD-9A86-449C-B112-518E9A908887
3111,290990,Diagnoseeinheit anschl./Kom. herst.,0.3,31.5,G109,15F75504-539F-4F3F-8760-AD374CF16880
3112,A001982820826,BORDNETZBATTERIE,1.0,321.36,C201,E1FDE086-47B9-46A3-80B2-0086371CD739
3113,RSW3,"Winterräder montieren,
Sommerräder einlagern",,56.22,P149,B31115F7-BCB7-43D0-8B99-44B77E104952
3114,27068900,Batterie laden,,27.0,G116,FF3B33D2-F16A-41DA-B5D2-277EFC8A2C33
3115,27060100,Batterie geprüft,,27.0,C103,7B967F01-8116-43AB-BF5F-354AD29FD6E5
3116,312141,Batterie aus-und einbauen,0.2,18.0,C201,0C17086F-B1E1-4326-972D-FE9377445A18
3117,27068950,Batterie geladen,,15.5,G116,4C1B59D4-F0A8-41EB-B5BC-99BE03D44034
3118,151B2710,AdBlue auffüllen,2.0,23.3,A101,DC32FEF6-251E-4158-9BAB-D0C445C01570
3119,B000DS,BR.FLUID1L,1.0,16.12,E402,628EC364-AF60-4DB0-B159-CD82D2E21744
3120,A001982810826,BORDNETZBATTERIE,1.0,278.11,C201,0F7F287B-F820-4214-833A-48BD8368429C
3121,55058274,SCHEIBENREINIGER,1.0,2.37,E416,6507FD55-3AFB-4323-904E-F1ED2E42396A
3122,4M8096323B,SCHEIBENREINIGER WINTER,1.0,9.07,E416,8494BFC5-9FE8-4337-B5A6-5651E749CF02
3123,1340000,"Inspektions-Service ohne
Ölwechsel durchführen",0.7,72.8,E220,697C4490-2A94-4D3A-B418-DEC0F1F9DABA
3124,5w40,5w40 Motorenöl,3.1,34.1,E441,EE9AF0DF-4011-4D20-8DF5-1534C5BA6CE3
3125,93190466,LAMPE,,2.0,L102,D2A56713-E000-436F-A475-748BA83064B5
3126,RPS5555,"Frostschutz,
Scheibenreinigungsanlage
Antifrost Konzentrat 1L",1.0,4.8,E416,A7BF3CF9-0A05-4313-8591-896DDB1CEFD8
3127,2222,Räderwechsel + Einlagerung,1.0,93.28,P149,9025EE41-49FA-4301-A4BE-DE6A6E93FD38
3128,2305506,Bremsscheibe vore,1.0,120.4,F208,E14AC1B8-5A33-48FB-B22A-CBC7C5594B56
3129,FT2413061,"Scheibenklar mit
Frostschutz 1L, TU",2.0,8.4,E416,7A893225-A1CC-43CE-8824-2366EA77A418
3130,1500000,GFS/GEFÜHRTE FUNKTION .,,138.5,E102,9F295F79-0918-47E7-B427-4B66B2C4CEEB
3131,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,151.0,E326,A4188CBE-5BFC-4FA0-8DAE-C58062E0067F
3132,83122413061,"Scheibenklar mit
Frostschutz 1L, TU",1.0,4.2,E416,DE78CAE5-54DD-4649-81A1-A45FBB9DD165
3133,EK950,Starterbatterie AGM,1.0,315.85,C201,A510F687-3800-4BC4-8FCB-FA55D3E249D2
3134,1500000,GFS/GEFÜHRTE FUNKTION .,,138.5,E102,64FDA64B-FCD8-4306-948C-20D7F94F94DC
3135,00-1000,"ASSYST, SERVICEUMFANG A
DURCHFUEHREN",10.0,89.0,E211,6DC5DA04-A2AB-4BC5-810F-047ED0C01EC2
3136,27061900,Batterie aus-u.einbauen,,41.9,C201,E68963CE-4F9F-4622-B2E6-49B1E4A6C95A
3137,00-1154,SERVICE A DURCHFUEHREN,,110.15,E211,7CC115F2-E363-483E-9D99-9E36281D7715
3138,M999999905,"Hauptuntersuchung (ohne
UST nach §10 Absatz 1
UStG)",1.0,155.0,E326,D29B9066-7BEA-4C05-8DD6-17E02382ABF5
3139,99998888600,MONTAGESATZ,1.0,6.57,P204,45480667-518A-4E68-9C95-D8B0FC01A941
3140,93840000,1. Inspektion,0.5,59.0,E247,15D0ABE3-3DE8-4F0B-ACF2-F1E38C674476
3141,FT2413061,"Scheibenklar mit
Frostschutz IL, TU",2.0,7.56,E416,8CD71FA5-7DC5-496B-952C-4C86AB209BE8
3142,1340000,"Inspektion.
Leistungen wurden zwischen Annahme-und Rechnungstag (§ 14 Abs. 1, Ziffer",,175.5,E220,8FD5D2BA-6F3E-4FB0-870A-12FE1E5EF50D
3143,16050600,ANTIFROST KONZENTRAT,1.0,4.5,E416,67B7DE31-3F1D-499D-90C2-A709E2EAEAAB
3144,9999,Motoröl nachfüllen,0.0,8.5,E405,74054C86-D09B-46DF-8766-C4BC4D6149DA
3145,Q32005,"GLÜHLAMPEN SETGT20
Glühlampen SetGT200",1.0,55.5,L502,1BC436AA-1A06-4A39-9EBF-47BFA7AC4DA7
3146,4011,"Reifenumrüstung Leasing mit Einlagerung
Reifenumrüstung saisonbedingt
Rädereinlagerung 1 Saison",,75.0,P149,90D551C8-A202-46E2-B6FA-969BEE29A1C4
3147,Z99000181,"1 Reifen montiert & ausgewuchtet inkl.
Rädermontage ab 18""",,25.21,P165,6C360626-2D03-48FE-A2BB-B0C821F463D8
3148,55058274,SCHEIBENREINIGER,1.0,2.37,E416,36EB216F-2B6D-458B-8B9F-43E2C448F607
3149,42055A,"Bremsscheibe Vorderachse
beide Seiten erneuern",1.3,135.2,F208,3DCDAC6A-8BD7-4CC5-B61B-BB141CE15346
3150,77002105,"Motoröl 0W20 Ineo XTRA First
Motorölstand prüfen ggfs auffüllen",1.3,31.41,E405,53447010-8CCE-4AD0-A4EC-6E707DC9E720
3151,CFA0139954218,BATTERIE,1.0,3.72,I104,B58ACF58-F0EB-4342-9BD4-34BAF5B07155
3152,1682088580,WISCHERBLATT HI,1.0,9.83,E422,3A5E721D-4A2C-4A1C-B1A6-3FFD099E8347
3153,502005L115562,FILTEREINS,1.0,17.1,E413,707C41BC-CAD4-4349-A510-65D0909AFEFC
3154,M100000558,"Frostschutz,
Scheibenreinigungsanlage(1
863)",3.0,14.7,E416,5B0558A3-AEDE-4C55-8EEE-468EB36F7A00
3155,895530555,BATTERIE 12V,1.0,162.86,C201,8E2A436B-46CD-4E46-A460-24617F2861AE
3156,4000,TÜV incl. AU ohne MwSt (durchlaufender Posten),,155.0,E326,17182705-B878-429E-AE90-CDA29614E0AE
3157,1-7MF13Z,AdBlue 1 Liter,6.0,17.4,A101,869E6A09-49AF-4042-BD28-922B6EA0BEE0
3158,14800563,"Dienstleistung Elektrik |
ARBEITSWERT
FAHRZEUG ELEKTRIK |
Batterie Handsender
erneuert [Minuten]",6.0,10.2,I104,930B027D-B727-4D14-8B49-6399C68454A6
3159,1500000,GFS/Geführte Funktion,,12.1,E102,8BB63D11-5276-4B14-864A-E6E0606C80AA
3160,N10528301,BATTERIE,1.0,,I104,E733AA61-8CDC-4CD9-8C13-14507941AB41
3161,17008,FREIE SICHT,1.0,5.42,E416,DA9099B7-54D9-472D-97F3-A40CC5B51AFD
3162,2420671,Bremsscheibe vorn ersetzen-beide Seiten,0.8,94.4,F208,1201FCFB-0692-47ED-8296-7BDF380FE582
3163,14800562,"Dienstleistung Bremse |
ARBEITSWERT BREMSE |
Beide Bremsscheiben
erneuern",78.0,127.14,F208,1FFB22FB-2FCC-42BB-B703-78BFD1F42210
3164,,Motoroel mit Longlife,4.0,63.2,E441,3837FF6E-EC4A-46A5-856E-0A1530E8C643
3165,ZTW206606HSZ00,REIFEN SEM,2.0,157.3,P425,CFFCF885-5705-4D61-BBE4-04C7F277E670
3166,72350LBATT,Gerätebatterie,1.0,6.53,I104,A71DDF91-8AEF-4051-AFFC-1ECD34BB83EB
3167,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.6,80.0,E249,EDAE9D1F-56F8-4BAA-8C6D-90AD996DD49D
3168,8332851,SCHEIBENWASCHFL,1.0,3.12,E418,5D4CDBCA-4723-4CEF-8FFA-7588E43F74AE
3169,AVFHU02,DEKRA-Gebühren HU / AU,,159.0,E326,4469AFF3-25A5-4F21-AD9C-A55888022B65
3170,27068950,Batterie laden,10.0,14.3,G116,9B2CE2F4-4A8B-4907-8048-AD49076C4B55
3171,YR00073180,BELÜFTETE BREMSSCHEIBE,2.0,509.44,F208,16246897-1BCC-426D-B2CC-1F148286E2C0
3172,999999905,"Hauptuntersuchung (ohne
UST nach §10 Absatz 1
UStG)",,145.0,E319,976B3316-26EF-4EF2-87D2-2EDDA5C012A2
